Ftherm_star	Ftherm_planet	Frefl_planet	
Star.Blackbody	Planet.Thermal	Planet.Reflected	
158137.653078607371	00000.000000000000	00000.008105499662	
158137.653078607371	00000.000000000000	00000.002061744988	
158137.653078607371	00000.000000000000	00000.000202324273	
158137.653078607371	00000.000000000000	00000.000000311735	
158137.653078607371	00000.000000000000	00000.000001226682	
158137.653078607371	00000.000000000000	00000.000389897358	
158137.653078607371	00000.000000000000	00000.000004057051	
158137.653078607371	00000.000000000000	00000.000022976314	
158137.653078607371	00000.000000000000	00000.000175765600	
158137.653078607371	00000.000000000000	00000.000009196444	
158137.653078607371	00000.000000000000	00000.000026983865	
158137.653078607371	00000.000000000000	00000.000004052593	
158137.653078607371	00000.000000000000	00000.000977766138	
49363563.109121710062	00000.000000000000	00000.639954963671	
49363563.109121710062	00000.000000000000	00000.004487385343	
49363563.109121710062	00000.000000000000	00000.001686095220	
49363563.109121710062	00000.000000000000	00000.042541735172	
49363563.109121710062	00000.000000000000	00000.099015526377	
49363563.109121710062	00000.000388116697	00000.093014499187	
49363563.109121710062	00000.000000000013	00000.371514073780	
49363563.109121710062	00000.000000000000	00000.000987045476	
49363563.109121710062	00000.000000000000	00000.000798538265	
49363563.109121710062	00000.244586581181	00022.855892908854	
49363563.109121710062	00000.057681262839	00000.098604185546	
49363563.109121710062	00000.000099726863	00000.039956662187	
49363563.109121710062	00000.000000200150	00000.002738533187	
49363563.109121710062	00000.000000000000	00000.007313433165	
49363563.109121710062	00000.000000000000	00000.023059026724	
49363563.109121710062	00000.000085725979	00000.199863857711	
49363563.109121710062	00000.000058873309	00000.285544974930	
49363563.109121710062	00000.000000705578	00000.003372794524	
49363563.109121710062	00000.000000000000	00000.008816573722	
49363563.109121710062	00000.000000000000	00000.000137741753	
49363563.109121710062	00000.000073206603	00001.695849552285	
49363563.109121710062	00000.000000000000	00000.003571306210	
49363563.109121710062	00003.072515592187	00001.828856987292	
49363563.109121710062	00000.000006939084	00000.552490271990	
49363563.109121710062	00000.000001464048	00000.463771689506	
49363563.109121710062	00000.000000000000	00000.000015227129	
49363563.109121710062	00000.000000000000	00000.001247025507	
49363563.109121710062	00000.000042426796	00000.217220414092	
49363563.109121710062	00000.000000132122	00000.074122740415	
49363563.109121710062	00000.000000000000	00000.003093402016	
49363563.109121710062	00000.000000000000	00000.009307170097	
49363563.109121710062	00000.000000000000	00000.022755962947	
49363563.109121710062	00000.000000000000	00000.000042637795	
49363563.109121710062	00013.215220285635	00101.554924629431	
49363563.109121710062	00003.100973221202	00031.380879269924	
49363563.109121710062	00000.000047354552	00000.056104971572	
49363563.109121710062	00000.000000000000	00000.208841043747	
49363563.109121710062	00000.000000000000	00000.000665815043	
1063526.959314447595	00000.000000000000	00000.003495442958	
1063526.959314447595	00000.000000000000	00000.000006931030	
1063526.959314447595	00000.000000000000	00000.000000311311	
1063526.959314447595	00000.000000000000	00000.000979677352	
1063526.959314447595	00000.000000000000	00000.000393393292	
1063526.959314447595	00000.000000000000	00000.000090653396	
1063526.959314447595	00000.000016121719	00000.122849804116	
1063526.959314447595	00000.000011231950	00000.053002531052	
1063526.959314447595	00000.000000000033	00000.023079896725	
1063526.959314447595	00000.000000001831	00000.070883491770	
1063526.959314447595	00000.000000000000	00000.000174288527	
1063526.959314447595	00000.000023542564	00000.000895906072	
1063526.959314447595	00000.000000000000	00000.010831382810	
1063526.959314447595	00000.000000000000	00000.000111796449	
1063526.959314447595	00000.000000000000	00000.000000609116	
1063526.959314447595	00000.000000000000	00000.000524238412	
1063526.959314447595	00000.000000000000	00000.000173017567	
1063526.959314447595	00000.000000000000	00000.000152985290	
1063526.959314447595	00000.000000000003	00000.047015679885	
1063526.959314447595	00000.000000000000	00000.000365137247	
1063526.959314447595	00000.000000000000	00000.000006745745	
1063526.959314447595	00000.000000000000	00000.001227111942	
1063526.959314447595	00000.000000000000	00000.000041479778	
1063526.959314447595	00000.000012829986	00000.146357942880	
1063526.959314447595	00000.000000000000	00000.000003656844	
1063526.959314447595	00000.000000000000	00000.000870817268	
1063526.959314447595	00000.000000000000	00000.000046599304	
1063526.959314447595	00000.000000000000	00000.000162960971	
1063526.959314447595	00000.000000000004	00000.023116748607	
1063526.959314447595	00000.000000000000	00000.000924863230	
1063526.959314447595	00000.000000000000	00000.000136891107	
1063526.959314447595	00000.000000000000	00000.000155472680	
2639399.821330972482	00000.000000000060	00000.914170862903	
2639399.821330972482	00000.000000000000	00000.013359051110	
2639399.821330972482	00000.000000000333	00000.319221702005	
2639399.821330972482	00000.000000000000	00000.000629860470	
2639399.821330972482	00000.000000000000	00000.002224230949	
2639399.821330972482	00000.000000000000	00000.020541307600	
2639399.821330972482	00000.000000000000	00000.000431597174	
2639399.821330972482	00000.000000000000	00000.001331674546	
2639399.821330972482	00000.000000000000	00000.000031992482	
2639399.821330972482	00000.000000000000	00000.000193063777	
2639399.821330972482	00000.000000000000	00000.038007499980	
2639399.821330972482	00000.000000000000	00000.002644068181	
2639399.821330972482	00000.000000000000	00000.000353180198	
2639399.821330972482	00000.000000000000	00000.000121300492	
2639399.821330972482	00000.000000000000	00000.000786329781	
2639399.821330972482	00000.000000000000	00000.000231846502	
2639399.821330972482	00000.000000000000	00000.000812394763	
2639399.821330972482	00000.000000000000	00000.013456064087	
2639399.821330972482	00000.000000000000	00000.000022291078	
2639399.821330972482	00000.000000000000	00000.000432134967	
2639399.821330972482	00000.000000000000	00000.000099096403	
17486.988415014712	00000.000000000000	00000.024636046201	
17486.988415014712	00000.000000000000	00000.000010891127	
17486.988415014712	00000.000000000000	00000.000003118071	
17486.988415014712	00000.000000000000	00000.000002077765	
17486.988415014712	00000.000000000000	00000.000843376003	
17486.988415014712	00000.000000000000	00000.000038930239	
17486.988415014712	00000.000000000000	00000.000001388444	
17486.988415014712	00000.000000000000	00000.000001562277	
17486.988415014712	00000.000000000000	00000.000080384557	
17486.988415014712	00000.000000000000	00000.000528775511	
17486.988415014712	00000.000000000000	00000.000000186993	
17486.988415014712	00000.000000000000	00000.000002720032	
17486.988415014712	00000.000000000000	00000.000002302527	
17486.988415014712	00000.000000000000	00000.000321480258	
17486.988415014712	00000.000000000000	00000.001508774769	
17486.988415014712	00000.000000000000	00000.000924985845	
17486.988415014712	00000.000000000000	00000.000010829218	
17486.988415014712	00000.000000000000	00000.000094300795	
17486.988415014712	00000.000000000000	00000.000267611450	
17486.988415014712	00000.000000000000	00000.000969366555	
17486.988415014712	00000.000000000000	00000.000013040462	
17486.988415014712	00000.000000000000	00000.000000439227	
17486.988415014712	00000.000000000000	00000.000023902388	
17486.988415014712	00000.000000000000	00000.000000889033	
17486.988415014712	00000.000000000000	00000.004559820969	
17486.988415014712	00000.000000000000	00000.000002715550	
17486.988415014712	00000.000000000000	00000.015656789409	
17486.988415014712	00000.000000000000	00000.001450306918	
17486.988415014712	00000.000000000000	00000.000033344698	
17486.988415014712	00000.000000000000	00000.000007547940	
17486.988415014712	00000.000000000000	00000.000272516566	
17486.988415014712	00000.000000000000	00000.000007709779	
17486.988415014712	00000.000000000000	00000.000000397510	
293643.040898149891	00000.000005271491	00000.026521566388	
293643.040898149891	00000.000000000000	00000.000060282468	
293643.040898149891	00000.000000000000	00000.000073240930	
293643.040898149891	00000.000000000000	00000.000006269351	
293643.040898149891	00000.000000000000	00000.000000046875	
293643.040898149891	00000.000000000000	00000.003249832476	
293643.040898149891	00000.000000000000	00000.000012352220	
293643.040898149891	00000.000000000000	00000.000435400038	
293643.040898149891	00000.000000000000	00000.000875068877	
293643.040898149891	00000.000000000000	00000.002124461483	
293643.040898149891	00000.000000000000	00000.003553420174	
293643.040898149891	00000.000000000000	00000.000373426958	
293643.040898149891	00000.000000000000	00000.000012221677	
293643.040898149891	00000.000000000000	00000.003916562865	
293643.040898149891	00000.000000000000	00000.000411471330	
293643.040898149891	00000.000000000000	00000.001017361091	
293643.040898149891	00000.000000000000	00000.000305854000	
293643.040898149891	00000.000000004638	00000.381006210568	
293643.040898149891	00000.000000000000	00000.001665055194	
293643.040898149891	00000.000000000000	00000.000736084701	
84581.482568953506	00000.000000000649	00000.022833885951	
84581.482568953506	00000.000000000000	00000.009665283172	
84581.482568953506	00000.000000000000	00000.000345671421	
84581.482568953506	00000.000000000000	00000.000268226230	
84581.482568953506	00000.000000000000	00000.000001734405	
84581.482568953506	00000.000000000000	00000.003539322359	
84581.482568953506	00000.000000000000	00000.024359091703	
84581.482568953506	00000.000000000000	00000.020597480049	
84581.482568953506	00000.000000000000	00000.000120792620	
84581.482568953506	00000.000000000000	00000.000055142464	
84581.482568953506	00000.000000000000	00000.000011278133	
84581.482568953506	00000.000000000000	00000.000008169820	
84581.482568953506	00000.000000000000	00000.001048906529	
84581.482568953506	00000.000000000000	00000.000000457264	
84581.482568953506	00000.000000000000	00000.000007199126	
84581.482568953506	00000.000000000006	00000.001134931189	
84581.482568953506	00000.000000000000	00000.021662973988	
84581.482568953506	00000.000000000000	00000.000070346232	
84581.482568953506	00000.000000000000	00000.000049259862	
84581.482568953506	00000.000000000000	00000.000046461871	
84581.482568953506	00000.000000000000	00000.000002381301	
84581.482568953506	00000.000000000000	00000.000005997128	
84581.482568953506	00000.000000000000	00000.023508005977	
84581.482568953506	00000.000000000000	00000.000000463735	
84581.482568953506	00000.000000000000	00000.000003715148	
162141.947159044212	00000.000000000000	00000.001120072530	
162141.947159044212	00000.000000000000	00000.000001789112	
162141.947159044212	00000.000000000000	00000.004432408334	
162141.947159044212	00000.000000000000	00000.000285775195	
162141.947159044212	00000.000000000000	00000.000707074529	
162141.947159044212	00000.000000000000	00000.000083290505	
162141.947159044212	00000.000009339642	00000.168986530185	
162141.947159044212	00000.000000000000	00000.000040835276	
162141.947159044212	00000.000000000000	00000.031870623973	
162141.947159044212	00000.000000000000	00000.000394583168	
162141.947159044212	00000.000000000000	00000.000018627462	
162141.947159044212	00000.000000000000	00000.000003873780	
162141.947159044212	00000.000000000000	00000.000077746170	
162141.947159044212	00000.000000000000	00000.000694356117	
162141.947159044212	00000.000000000000	00000.000009075218	
162141.947159044212	00000.000000000000	00000.000008962850	
162141.947159044212	00000.000000000000	00000.000015004908	
162141.947159044212	00000.000000000000	00000.001406728204	
