Ftherm_star	Ftherm_planet	Frefl_planet	
Star.Blackbody	Planet.Thermal	Planet.Reflected	
48314.900568436431	00000.122179469749	00000.000002172936	
48314.900568436431	00000.022763752759	00000.000001798348	
48314.900568436431	00002.393081400465	00000.001612138808	
48314.900568436431	00000.047936497660	00000.000016002506	
414145.504236663808	00003.847917942829	00000.000018452506	
414145.504236663808	00043.488223380711	00000.000453740933	
414145.504236663808	00000.112149367166	00000.000003180804	
414145.504236663808	00001.832954236841	00000.000653778903	
414145.504236663808	00005.751860219209	00000.003006999013	
171199.563388956507	00003.005002923468	00000.000005634355	
171199.563388956507	00002.476803134135	00000.000040616368	
171199.563388956507	00000.454513062834	00000.000017058432	
171199.563388956507	00000.173361402547	00000.000201325929	
171199.563388956507	00000.473162776902	00000.000004883963	
171199.563388956507	00002.284269808272	00000.001372650753	
1011406.790290561388	00014.353908872547	00000.023651056527	
1011406.790290561388	00054.069087118898	00000.052653317558	
1011406.790290561388	00034.136114959898	00000.039165052869	
1011406.790290561388	00018.260019966991	00000.011840205911	
1011406.790290561388	00000.155072892560	00000.000012884215	
1011406.790290561388	00001.543853056042	00000.000029756670	
1011406.790290561388	00021.759484147210	00000.004501571690	
1011406.790290561388	00000.625666698917	00000.000327124351	
1011406.790290561388	00007.076165765239	00000.046979395879	
1011406.790290561388	00006.128768956910	00000.015602668993	
1011406.790290561388	00000.783718362467	00000.000260849305	
1011406.790290561388	00000.179113792750	00000.000017970139	
1011406.790290561388	00003.688439952365	00000.005388117640	
1011406.790290561388	00003.655628399469	00000.000239825750	
1011406.790290561388	00000.880128625026	00000.000198370589	
1011406.790290561388	00010.651839120920	00000.009962304899	
1011406.790290561388	00005.664003250044	00000.000316555072	
1011406.790290561388	00000.800819326035	00000.000038640888	
1011406.790290561388	00003.716928157750	00000.000663411828	
1011406.790290561388	00002.982093433566	00000.000226897895	
1011406.790290561388	00000.220217920059	00000.000072615016	
1011406.790290561388	00001.299378460030	00000.000044126683	
1011406.790290561388	00055.704917444367	00000.002834219059	
1011406.790290561388	00006.169454372876	00000.000569239175	
1011406.790290561388	00000.650795867398	00000.000040189631	
1011406.790290561388	00000.577701126780	00000.000004978176	
1011406.790290561388	00005.715299023552	00000.007813122179	
1011406.790290561388	00011.611925675020	00000.001940903581	
1011406.790290561388	00001.842524162473	00000.001196569455	
1011406.790290561388	00015.692966070412	00000.000581842036	
1011406.790290561388	00001.853789137130	00000.000503445232	
1011406.790290561388	00000.264130689326	00000.000044621104	
303463.037296139577	00295.524754234772	00000.250140253831	
303463.037296139577	00002.169270039687	00000.000849665686	
303463.037296139577	00008.666056125222	00000.082297831247	
303463.037296139577	00000.154469320299	00000.000001851248	
303463.037296139577	00000.528016353896	00000.000020840817	
303463.037296139577	00000.153016110602	00000.000004671774	
303463.037296139577	00000.644460816135	00000.000588144374	
303463.037296139577	00002.846326683144	00000.005247549550	
303463.037296139577	00000.391897847847	00000.000062188030	
303463.037296139577	00000.113433943684	00000.000066487834	
303463.037296139577	00000.843516616366	00000.000015492074	
303463.037296139577	00002.488680689165	00000.000001267342	
303463.037296139577	00000.528391018660	00000.000001082670	
303463.037296139577	00000.161913774469	00000.000001466287	
303463.037296139577	00000.178088208048	00000.000163730308	
303463.037296139577	00000.430023662770	00000.000003683829	
303463.037296139577	00008.480108239368	00000.010702179859	
303463.037296139577	00000.333105988688	00000.000004039468	
303463.037296139577	00005.345387620902	00000.011251069047	
303463.037296139577	00000.037356685573	00000.000000403474	
303463.037296139577	00000.198928213646	00000.000004505686	
303463.037296139577	00000.599490351020	00000.000002612800	
06563.544514482624	00000.086433451398	00000.000088749424	
06563.544514482624	00000.122467282674	00000.000030901912	
06563.544514482624	00000.001335859340	00000.000012906008	
06563.544514482624	00002.224229466468	00000.005253359641	
06563.544514482624	00000.019597641187	00000.000010975699	
06563.544514482624	00000.280965001937	00000.000034208099	
06563.544514482624	00000.113553173982	00000.000330098180	
06563.544514482624	00000.004785044512	00000.000000198376	
06563.544514482624	00000.036106085588	00000.000001354338	
06563.544514482624	00000.016391860564	00000.000023205833	
06563.544514482624	00000.004678005399	00000.000008452243	
06563.544514482624	00000.254544330195	00000.000119764278	
06563.544514482624	00000.111533406984	00000.000134806818	
06563.544514482624	00000.000470937701	00000.000002650538	
06563.544514482624	00000.002118437661	00000.000001752724	
06563.544514482624	00000.000050990533	00000.000000082987	
06563.544514482624	00000.034206053318	00000.000025525749	
06563.544514482624	00001.809282914190	00000.000359258477	
06563.544514482624	00000.002591083793	00000.000001989404	
06563.544514482624	00000.000696772493	00000.000005476628	
06563.544514482624	00000.000058791023	00000.000000170962	
06563.544514482624	00000.000868068400	00000.000004913084	
342864.018794451666	00003.207641707907	00000.002712857994	
342864.018794451666	00002.053025370936	00000.000091500463	
342864.018794451666	00000.473345353506	00000.000082608698	
342864.018794451666	00000.193966427584	00000.000032377389	
342864.018794451666	00015.951861709872	00000.003495382405	
342864.018794451666	00004.653999923508	00000.000426345518	
342864.018794451666	00004.547520759267	00000.000126380887	
342864.018794451666	00000.194115263062	00000.000082906127	
342864.018794451666	00002.155634808253	00000.000276648966	
342864.018794451666	00000.956118380256	00000.000191013297	
342864.018794451666	00000.026996022796	00000.000002068332	
342864.018794451666	00001.336921915796	00000.008723477846	
342864.018794451666	00000.427026552635	00000.000000572458	
342864.018794451666	00000.540982951598	00000.000197095469	
342864.018794451666	00003.895184476984	00000.000121152855	
342864.018794451666	00000.071400700591	00000.000005356833	
342864.018794451666	00000.309723167333	00000.000048246965	
342864.018794451666	00002.754867580863	00000.000340837631	
342864.018794451666	00000.195077610968	00000.000056205370	
342864.018794451666	00000.029523768034	00000.000004129774	
342864.018794451666	00000.747573797405	00000.001992544172	
342864.018794451666	00000.432349291763	00000.000027161000	
342864.018794451666	00000.049310158628	00000.000000110630	
342864.018794451666	00001.586157677052	00000.000045989798	
342864.018794451666	00000.386141299043	00000.000149633453	
16485.708450649276	00003.426779231132	00000.006157044465	
16485.708450649276	00000.214810661403	00000.000015344530	
16485.708450649276	00000.180361983148	00000.000000687226	
16485.708450649276	00000.140833504936	00000.000024517162	
16485.708450649276	00000.021797158760	00000.000019940069	
16485.708450649276	00000.001157807729	00000.000000855511	
16485.708450649276	00006.315267389267	00000.000071689650	
16485.708450649276	00000.126584388874	00000.000171769237	
16485.708450649276	00000.027548881746	00000.000009760423	
16485.708450649276	00000.002288885891	00000.000002206453	
16485.708450649276	00000.188194532543	00000.000363472095	
16485.708450649276	00000.106316079410	00000.000009315185	
16485.708450649276	00000.264491517499	00000.000118393139	
16485.708450649276	00000.009074183432	00000.000027027402	
16485.708450649276	00000.364364638631	00000.001048822641	
16485.708450649276	00000.026150680408	00000.000039939694	
16485.708450649276	00000.000890184014	00000.000000464685	
16485.708450649276	00007.368006728431	00000.027497182118	
16485.708450649276	00000.000383557948	00000.000000774529	
16485.708450649276	00000.771205796836	00000.000844991067	
16485.708450649276	00000.334447843206	00000.000214935065	
16485.708450649276	00000.030671216487	00000.000021092124	
16485.708450649276	00000.018475924825	00000.000000032498	
16485.708450649276	00000.000164766091	00000.000000127880	
16485.708450649276	00002.826268550334	00000.000040646450	
16485.708450649276	00000.006490399811	00000.000000422944	
16485.708450649276	00000.004199631904	00000.000002395260	
16485.708450649276	00000.016932818305	00000.000018323406	
16485.708450649276	00000.030902582878	00000.000000958721	
16485.708450649276	00000.002672070593	00000.000002813044	
16485.708450649276	00000.047338641138	00000.000000422479	
16485.708450649276	00000.042369140480	00000.000101931243	
423045.779719025595	00003.914057620071	00000.005484414607	
423045.779719025595	00001.046686913660	00000.000038456896	
423045.779719025595	00000.141696688275	00000.000014449838	
423045.779719025595	00001.993619617854	00000.000364582708	
423045.779719025595	00004.225341208735	00000.000848563149	
423045.779719025595	00001.106734754822	00000.000797134341	
423045.779719025595	00007.182658638505	00000.003183875942	
423045.779719025595	00000.160418311466	00000.000008458981	
423045.779719025595	00000.098214962309	00000.000006843474	
423045.779719025595	00010.633482231203	00000.195875022543	
423045.779719025595	00002.781145735199	00000.000845037958	
423045.779719025595	00001.963797861714	00000.000342428630	
423045.779719025595	00000.835005866375	00000.000023469232	
423045.779719025595	00000.324781581251	00000.000062676129	
423045.779719025595	00000.728737780498	00000.000197615880	
423045.779719025595	00001.165862928299	00000.001712833438	
423045.779719025595	00025.414535340448	00000.002447120689	
423045.779719025595	00001.314382460087	00000.000028904852	
423045.779719025595	00000.271276031291	00000.000075558045	
423045.779719025595	00000.031811438434	00000.000001180447	
423045.779719025595	00007.979550262719	00000.014533432170	
423045.779719025595	00000.511529128627	00000.000030606097	
423045.779719025595	00050.397296317271	00000.015673306007	
423045.779719025595	00001.478618843806	00000.004734842122	
423045.779719025595	00003.559248736107	00000.003974523791	
423045.779719025595	00001.224009219170	00000.000000130497	
423045.779719025595	00002.732410521743	00000.000010687010	
423045.779719025595	00001.261244219373	00000.001861579142	
423045.779719025595	00002.600728924798	00000.000635231951	
423045.779719025595	00000.269466738164	00000.000026510458	
423045.779719025595	00003.612827993998	00000.000079762456	
423045.779719025595	00000.221109067082	00000.000195018623	
423045.779719025595	00000.052465219709	00000.000000365406	
423045.779719025595	00041.967039904424	00000.870325794335	
423045.779719025595	00048.197799094056	00000.268934163234	
423045.779719025595	00001.337734080235	00000.000480819656	
423045.779719025595	00004.578974033845	00000.001789767931	
423045.779719025595	00000.339018130756	00000.000005706036	
40186.269678928344	00000.280083756485	00000.000132078282	
40186.269678928344	00000.252857213737	00000.000000261895	
40186.269678928344	00000.012980303726	00000.000000011763	
40186.269678928344	00001.047137955159	00000.000037017941	
40186.269678928344	00000.092182887447	00000.000014864700	
40186.269678928344	00000.081805021544	00000.000003425416	
40186.269678928344	00006.741303920462	00000.004641984216	
40186.269678928344	00001.109809955419	00000.002002745664	
40186.269678928344	00000.346715733127	00000.000872093505	
40186.269678928344	00006.121459013383	00000.002678392956	
40186.269678928344	00000.010933034692	00000.000006585640	
40186.269678928344	00002.936019658351	00000.000033852572	
40186.269678928344	00002.635981543785	00000.000409273001	
40186.269678928344	00001.721496017790	00000.000004224324	
40186.269678928344	00000.001260412884	00000.000000023016	
40186.269678928344	00000.015542831448	00000.000019808794	
40186.269678928344	00000.024208250561	00000.000006537616	
40186.269678928344	00000.002569204468	00000.000005780679	
40186.269678928344	00000.803979998392	00000.001776527407	
40186.269678928344	00000.044870983655	00000.000013797021	
40186.269678928344	00000.031574042447	00000.000000254894	
40186.269678928344	00000.241567032909	00000.000046367467	
40186.269678928344	00000.006399287819	00000.000001567349	
40186.269678928344	00005.329768871834	00000.005530259210	
40186.269678928344	00000.250495186423	00000.000000138177	
40186.269678928344	00000.029162760242	00000.000032904570	
40186.269678928344	00000.013126348714	00000.000001760794	
40186.269678928344	00000.008741325298	00000.000006157619	
40186.269678928344	00000.815083851040	00000.000873485985	
40186.269678928344	00000.198215386009	00000.000034946743	
40186.269678928344	00000.015282719627	00000.000005172547	
40186.269678928344	00000.024238052090	00000.000005874667	
213053.504738931224	00038.569086945204	00000.073792270765	
213053.504738931224	00000.805887961069	00000.001078348432	
213053.504738931224	00008.317701972746	00000.025767715013	
